Card ID,Card Name,List Name,Action Type,Date
691d27a37f0bbe8f187386aa,多元管道曝光工作機會：年輕族群IG/脆 ；中年齡層 FB 社群曝光（在地化）；專業職linkedin,,removeMemberFromCard,2025-11-19T16:06:32.675Z
691d27a27f0bbe8f1873839d,製作一個東西，主題是你不能不知道的明基材X件事，包含品牌 福利（新人特休） 等等，可以放在面試或是面試通知上,"Part III. What We Can Do？ 
 招募/雇主品牌 by 招募",updateCard,2025-11-19T16:05:28.040Z
691d27a27f0bbe8f18738394,104工作描述，加入吸引族群的文字(譬如：不常加班，穩定工時；穩定加班，薪資收入穩定),"Part III. What We Can Do？ 
 招募/雇主品牌 by 招募",updateCard,2025-11-19T16:05:22.401Z
691d27a27f0bbe8f1873839e,面談時可說明「橫向發展」同樣能累積晉升力，而非只看職稱 / 對表現突出者設立「加速發展計畫」,"Part III. What We Can Do？ 
 招募/雇主品牌 by 招募",updateCard,2025-11-19T16:05:12.750Z
691d27a37f0bbe8f187386a8,招募之前，如何過濾追求重視薪資的族群？做類似104工作價值觀測驗？,"Part III. What We Can Do？ 
 招募/雇主品牌 by 招募",updateCard,2025-11-19T16:04:36.187Z
691d27a27f0bbe8f1873839e,面談時可說明「橫向發展」同樣能累積晉升力，而非只看職稱 / 對表現突出者設立「加速發展計畫」,"Part III. What We Can Do？ 
 招募/雇主品牌 by 招募",updateCard,2025-11-19T16:04:21.835Z
691d27a27f0bbe8f1873839d,製作一個東西，主題是你不能不知道的明基材X件事，包含品牌 福利（新人特休） 等等，可以放在面試或是面試通知上,"Part III. What We Can Do？ 
 招募/雇主品牌 by 招募",updateCard,2025-11-19T16:04:19.427Z
691d27a27f0bbe8f187383dc,內部轉調案例報導：曝光說明內部轉調案例，讓大家知道專業怎麼衍生到不同function，也能強調穩定性（不是只有單一產業）,"Part III. What We Can Do？ 
 招募/雇主品牌 by 招募",updateCard,2025-11-19T16:04:12.873Z
691d277b2ab3070a77171497,專業應用導向,,removeMemberFromCard,2025-11-19T15:57:09.267Z
691d277b2ab3070a77171497,專業應用導向,,removeMemberFromCard,2025-11-19T15:57:09.267Z
691d277b2ab3070a7717145f,地緣關係偏好者,,removeMemberFromCard,2025-11-19T15:57:09.227Z
691d277b2ab3070a7717145f,地緣關係偏好者,,removeMemberFromCard,2025-11-19T15:57:09.226Z
691d277b2ab3070a77171465,長期穩定發展型,,removeMemberFromCard,2025-11-19T15:57:08.965Z
691d277b2ab3070a77171465,長期穩定發展型,,removeMemberFromCard,2025-11-19T15:57:08.965Z
691d277b2ab3070a771713b9,組織氣氛敏感型,,removeMemberFromCard,2025-11-19T15:57:08.912Z
691d277b2ab3070a771713b7,企業品牌認同者,,removeMemberFromCard,2025-11-19T15:57:08.685Z
691d277b2ab3070a771713b8,內部轉調機會,,removeMemberFromCard,2025-11-19T15:57:08.613Z
691d277b2ab3070a771714df,生活平衡重視者,,removeMemberFromCard,2025-11-19T15:57:08.041Z
691d277b2ab3070a771714df,生活平衡重視者,,removeMemberFromCard,2025-11-19T15:57:08.041Z
691d277b2ab3070a771714df,生活平衡重視者,,removeMemberFromCard,2025-11-19T15:57:08.041Z
691d27a27f0bbe8f1873839e,主管在面談時可說明「橫向發展」同樣能累積晉升力，而非只看職稱 / 對表現突出者設立「加速發展計畫」,"Part III. What We Can Do？ 
 招募/雇主品牌 by 招募",updateCard,2025-11-19T15:55:13.637Z
691d277b2ab3070a771713b8,內部轉調機會 1,Part II. 吸引對象討論 by 招募,updateCard,2025-11-19T15:53:20.044Z
691d277b2ab3070a771713b7,企業品牌認同者 1,Part II. 吸引對象討論 by 招募,updateCard,2025-11-19T15:53:15.439Z
691d277b2ab3070a77171465,追求工作「穩定性」與「安全感」 3,Part II. 吸引對象討論 by 招募,updateCard,2025-11-19T02:23:32.419Z
691d277b2ab3070a77171465,追求工作「穩定性」與「安全感」 3,Part II. 吸引對象討論 by 招募,updateCard,2025-11-19T02:22:49.115Z
691d277b2ab3070a771714df,追求「工作與生活的平衡」4,Part II. 吸引對象討論 by 招募,updateCard,2025-11-19T02:22:48.683Z
691d277b2ab3070a771713b9,重視團隊氛圍和諧的人 3,Part II. 吸引對象討論 by 招募,updateCard,2025-11-19T02:22:23.898Z
691d277b2ab3070a77171465,追求工作「穩定性」與「安全感」 3,Part II. 吸引對象討論 by 招募,updateCard,2025-11-19T02:22:22.845Z
691d277b2ab3070a771713b8,內部轉調機會,Part II. 吸引對象討論 by 招募,updateCard,2025-11-19T02:21:49.997Z
691d277b2ab3070a77171497,追求專業能發揮在工作,Part II. 吸引對象討論 by 招募,updateCard,2025-11-19T02:21:45.345Z
691d27a27f0bbe8f187383dc,內部轉調案例報導：曝光說明內部轉調案例，讓大家知道專業怎麼衍生到不同function，也能強調穩定性（不是只有單一產業）,"Part III. What We Can Do？ 
 招募/雇主品牌 by 招募",updateCard,2025-11-19T02:16:08.643Z
691d27a27f0bbe8f1873839d,製作一個東西，主題是你不能不知道的明基材X件事，包含品牌 福利（新人特休） 等等，可以放在面試或是面試通知上,"Part III. What We Can Do？ 
 招募/雇主品牌 by 招募",updateCard,2025-11-19T02:15:56.460Z
691d281ee4d2375c92631dc1,招募平台/面試通知/面試時如何強化B2C品牌介紹，強化品牌吸引力,"Part III. What We Can Do？ 
 招募/雇主品牌 by 招募",copyCard,2025-11-19T02:14:54.648Z
6911643f3aa1a62d03fdddd2,11/13討論：BMC ATS,關鍵議題：招募流程 -- 3.優化招募流程缺法透明機制,commentCard,2025-11-17T06:45:29.442Z
6911651a2e2ce0e0798bd36d,11/13討論：Workshop準備,關鍵議題：招募流程 -- 1.用人單位未能清晰定義人才條件,commentCard,2025-11-17T06:16:40.995Z
690bf0aebeeb53351dabb842,11/13討論：Workshop準備,關鍵議題：招募流程 -- 2.主管缺乏時間審核履歷,commentCard,2025-11-17T06:09:44.369Z
6911643f3aa1a62d03fdddd2,11/13討論：BMC ATS,關鍵議題：招募流程 -- 3.優化招募流程缺法透明機制,updateCard,2025-11-17T05:44:53.020Z
6911651a2e2ce0e0798bd36d,11/13討論：Workshop準備,關鍵議題：招募流程 -- 1.用人單位未能清晰定義人才條件,updateCard,2025-11-14T06:49:36.001Z
690bf0aebeeb53351dabb842,11/13討論：Workshop準備,關鍵議題：招募流程 -- 2.主管缺乏時間審核履歷,updateCard,2025-11-14T06:35:52.788Z
6911651a2e2ce0e0798bd36d,11/13討論：Workshop準備,關鍵議題：招募流程 -- 1.用人單位未能清晰定義人才條件,updateCard,2025-11-14T06:35:08.372Z
6911651a2e2ce0e0798bd36d,11/13討論：Workshop準備,關鍵議題：招募流程 -- 1.用人單位未能清晰定義人才條件,updateCard,2025-11-14T06:31:25.525Z
6911651a2e2ce0e0798bd36d,11/13討論：Workshop準備,關鍵議題：招募流程 -- 1.用人單位未能清晰定義人才條件,updateCard,2025-11-14T06:20:36.883Z
690bf0aebeeb53351dabb842,11/13討論：Workshop準備,關鍵議題：招募流程 -- 2.主管缺乏時間審核履歷,updateCard,2025-11-14T06:20:11.496Z
6911651a2e2ce0e0798bd36d,11/13討論：Workshop準備,關鍵議題：招募流程 -- 1.用人單位未能清晰定義人才條件,updateCard,2025-11-14T06:19:26.684Z
69157cd899c5e9f680e0cf9a,未來延伸：主管處理履歷功能 (類似Trello功能）,關鍵議題：招募流程 -- 3.優化招募流程缺法透明機制,updateCard,2025-11-13T06:48:28.507Z
69157cd899c5e9f680e0cf9a,未來延伸：主管處理履歷功能 (類似Trello功能）,關鍵議題：招募流程 -- 3.優化招募流程缺法透明機制,updateCard,2025-11-13T06:47:01.361Z
69157cd899c5e9f680e0cf9a,未來延伸：主管處理履歷功能 (類似Trello功能）,關鍵議題：招募流程 -- 3.優化招募流程缺法透明機制,addAttachmentToCard,2025-11-13T06:46:58.656Z
69157cd899c5e9f680e0cf9a,未來延伸：主管處理履歷功能 (類似Trello功能）,關鍵議題：招募流程 -- 3.優化招募流程缺法透明機制,updateCard,2025-11-13T06:41:41.222Z
69157cd899c5e9f680e0cf9a,未來延伸：主管處理履歷功能 (類似Trello功能）,關鍵議題：招募流程 -- 3.優化招募流程缺法透明機制,updateCard,2025-11-13T06:41:21.777Z
69157cd899c5e9f680e0cf9a,未來可延伸：主管處理履歷功能 (類似Trello功能）,關鍵議題：招募流程 -- 3.優化招募流程缺法透明機制,updateCard,2025-11-13T06:38:54.625Z
69157cd899c5e9f680e0cf9a,未來可延伸：主管處理履歷功能,關鍵議題：招募流程 -- 3.優化招募流程缺法透明機制,updateCard,2025-11-13T06:38:33.728Z
69157cd899c5e9f680e0cf9a,未來可延伸：主管處理履歷功能,關鍵議題：招募流程 -- 3.優化招募流程缺法透明機制,updateCard,2025-11-13T06:38:29.249Z
69157cd899c5e9f680e0cf9a,主管處理履歷功能,關鍵議題：招募流程 -- 3.優化招募流程缺法透明機制,updateCard,2025-11-13T06:38:22.375Z
69157cd899c5e9f680e0cf9a,主管處理履歷功能,關鍵議題：招募流程 -- 3.優化招募流程缺法透明機制,updateCard,2025-11-13T06:38:21.215Z
69157cd899c5e9f680e0cf9a,主管處理履歷功能,關鍵議題：招募流程 -- 3.優化招募流程缺法透明機制,createCard,2025-11-13T06:38:16.786Z
6915263fe3d5c6b4c8be5963,若結合週報表數據(提供給三級主管同時查閱進度)，可試試看? by Mark Y,關鍵議題：招募流程 -- 3.優化招募流程缺法透明機制,updateCard,2025-11-13T06:16:08.531Z
6915263fe3d5c6b4c8be5963,若結合週報表數據(提供給三級主管同時查閱進度)，可試試看? by Mark Y,,updateCard,2025-11-13T06:16:08.450Z
6915263fe3d5c6b4c8be5963,若結合週報表數據(提供給三級主管同時查閱進度)，可試試看? by Mark Y,關鍵議題：招募流程 -- 2.主管缺乏時間審核履歷,updateCard,2025-11-13T06:15:52.879Z
6915263fe3d5c6b4c8be5963,若結合週報表數據(提供給三級主管同時查閱進度)，可試試看? by Mark Y,關鍵議題：招募流程 -- 2.主管缺乏時間審核履歷,updateCard,2025-11-13T06:15:44.601Z
6911643f3aa1a62d03fdddd2,11/13討論：BMC ATS,關鍵議題：招募流程 -- 3.優化招募流程缺法透明機制,updateCard,2025-11-13T06:13:53.366Z
6915263fe3d5c6b4c8be5963,若結合週報表數據(提供給三級主管同時查閱進度)，可試試看? by Mark Y,關鍵議題：招募流程 -- 2.主管缺乏時間審核履歷,updateCard,2025-11-13T00:29:27.629Z
6915263fe3d5c6b4c8be5963,若結合週報表，可試試看？ by Mark Y,關鍵議題：招募流程 -- 2.主管缺乏時間審核履歷,createCard,2025-11-13T00:28:47.589Z
6911835510c0c51ff5391033,Mark,招募 Workshop討論,updateCard,2025-11-10T06:17:02.989Z
6911835510c0c51ff5391033,Mark,招募 Workshop討論,updateCard,2025-11-10T06:16:56.962Z
6911835510c0c51ff5391033,Mark,招募 Workshop討論,createCard,2025-11-10T06:16:53.518Z
690bf0aebeeb53351dabb842,11/13討論：Workshop準備,,removeMemberFromCard,2025-11-10T04:08:23.346Z
690bf0aebeeb53351dabb842,11/13討論：Workshop準備,,addMemberToCard,2025-11-10T04:08:10.388Z
690bf0aebeeb53351dabb842,11/13討論：Workshop準備,,addMemberToCard,2025-11-10T04:08:07.244Z
690bf0aebeeb53351dabb842,11/13討論：Workshop準備,,removeMemberFromCard,2025-11-10T04:08:02.754Z
690bf0aebeeb53351dabb842,11/13討論：Workshop準備,,updateCard,2025-11-10T04:07:57.251Z
6911651a2e2ce0e0798bd36d,11/13討論：Workshop準備,,addMemberToCard,2025-11-10T04:07:54.588Z
6911651a2e2ce0e0798bd36d,11/13討論：Workshop準備,,addMemberToCard,2025-11-10T04:07:54.568Z
6911651a2e2ce0e0798bd36d,11/13討論：Workshop準備,關鍵議題：招募流程 -- 1.用人單位未能清晰定義人才條件,copyCard,2025-11-10T04:07:54.517Z
690bf0aebeeb53351dabb842,11/13討論：Workshop準備,,addMemberToCard,2025-11-10T04:07:39.300Z
690bf0aebeeb53351dabb842,11/13討論：Workshop準備,,addMemberToCard,2025-11-10T04:07:33.899Z
690bf0aebeeb53351dabb842,11/13討論：Workshop準備,,removeMemberFromCard,2025-11-10T04:07:29.747Z
690bf0aebeeb53351dabb842,11/13討論：Workshop準備,關鍵議題：招募流程 -- 1.用人單位未能清晰定義人才條件,updateCard,2025-11-10T04:07:23.304Z
690bf0aebeeb53351dabb842,11/13討論：Workshop準備,關鍵議題：招募流程 -- 1.用人單位未能清晰定義人才條件,updateCard,2025-11-10T04:06:49.689Z
690bf0aebeeb53351dabb842,11/13討論：Homework,關鍵議題：招募流程 -- 1.用人單位未能清晰定義人才條件,updateCard,2025-11-10T04:05:21.868Z
690bf0aebeeb53351dabb842,11/13討論：BMC ATS,,updateCard,2025-11-10T04:04:17.885Z
6911643f3aa1a62d03fdddd2,11/13討論：BMC ATS,,addMemberToCard,2025-11-10T04:04:15.609Z
6911643f3aa1a62d03fdddd2,11/13討論：BMC ATS,關鍵議題：招募流程 -- 3.優化招募流程缺法透明機制,copyCard,2025-11-10T04:04:15.576Z
690bf0aebeeb53351dabb842,11/13討論：BMC ATS,關鍵議題：招募流程 -- 3.優化招募流程缺法透明機制,updateCard,2025-11-10T04:04:02.474Z
690bf0aebeeb53351dabb842,11/13討論目標：BMC ATS,,addMemberToCard,2025-11-10T04:03:30.384Z
690bf0aebeeb53351dabb842,11/13討論目標：BMC ATS,關鍵議題：招募流程 -- 3.優化招募流程缺法透明機制,updateCard,2025-11-10T04:03:18.933Z
690bf0aebeeb53351dabb842,11/13討論目標：BMC ATS,關鍵議題：招募流程 -- 3.優化招募流程缺法透明機制,updateCard,2025-11-10T03:54:26.825Z
690bf0aebeeb53351dabb842,11/06討論目標：Now & After,關鍵議題：招募流程 -- 3.優化招募流程缺法透明機制,updateCard,2025-11-10T03:53:55.059Z
690c15f08fea498ef14f6086,11/06 討論彙整：期望的結果,關鍵議題：招募流程 -- 3.優化招募流程缺法透明機制,updateCard,2025-11-10T03:53:47.787Z
690c15f08fea498ef14f6086,11/06 討論結果：期望的結果,關鍵議題：招募流程 -- 3.優化招募流程缺法透明機制,updateCard,2025-11-10T03:53:37.771Z
69001ebae1cf96dbb099b41f,Kim,招募 Workshop討論,updateCard,2025-11-10T03:36:01.611Z
69001ebae1cf96dbb099b41f,Kim,招募 Workshop討論,updateCard,2025-11-10T03:36:01.507Z
69001ebae1cf96dbb099b41f,Kim_1,招募 Workshop討論,updateCard,2025-11-10T03:35:12.025Z
69001ebae1cf96dbb099b41f,Kim_1,,updateCard,2025-11-10T03:35:11.888Z
69115d0f92b64a52b6605369,Kim_1,🚀 關鍵議題-市場人才,copyCard,2025-11-10T03:33:35.737Z
690c1f472167fd9bbfe4620d,11/13 討論 3.招募流程透明細節，以及跨組討論議題,招募 Workshop討論,updateCard,2025-11-06T04:08:44.487Z
690c1f472167fd9bbfe4620d,11/13 討論 3.招募流程透明細節，以及跨組討論議題,招募 Workshop討論,createCard,2025-11-06T04:08:39.511Z
69099b596146803eb2471b62,2025 Lesson Learnt (11/10討論),招募 Workshop討論,updateCard,2025-11-06T04:07:51.277Z
69099b596146803eb2471b62,2025 Lesson Learnt (11/10討論),招募 Workshop討論,updateCard,2025-11-06T04:07:47.002Z
690c15f08fea498ef14f6086,11/06 討論結果,關鍵議題：招募流程 -- 3.優化招募流程缺法透明機制,updateCard,2025-11-06T04:07:02.734Z
690c15f08fea498ef14f6086,11/06 討論結果,關鍵議題：招募流程 -- 3.優化招募流程缺法透明機制,updateCard,2025-11-06T04:06:44.752Z
690c15f08fea498ef14f6086,11/06 討論結果,關鍵議題：招募流程 -- 3.優化招募流程缺法透明機制,updateCard,2025-11-06T04:05:33.307Z
690befd9253a8588b040f78a,---分隔線---,關鍵議題：招募流程 -- 3.優化招募流程缺法透明機制,updateCard,2025-11-06T04:04:56.343Z
690bf0aebeeb53351dabb842,11/06討論目標：Now & After,關鍵議題：招募流程 -- 3.優化招募流程缺法透明機制,updateCard,2025-11-06T04:04:37.399Z
690c15f08fea498ef14f6086,11/06 討論結果,關鍵議題：招募流程 -- 3.優化招募流程缺法透明機制,updateCard,2025-11-06T04:04:04.497Z
690c15f08fea498ef14f6086,11/06 討論結果,關鍵議題：招募流程 -- 3.優化招募流程缺法透明機制,updateCard,2025-11-06T04:03:53.404Z
690c15f08fea498ef14f6086,11/06 討論結果,關鍵議題：招募流程 -- 3.優化招募流程缺法透明機制,updateCard,2025-11-06T04:02:42.897Z
690c15f08fea498ef14f6086,11/06 討論結果,,addMemberToCard,2025-11-06T04:01:00.379Z
690c15f08fea498ef14f6086,11/06 討論結果,關鍵議題：招募流程 -- 3.優化招募流程缺法透明機制,updateCard,2025-11-06T04:00:30.601Z
690c15f08fea498ef14f6086,11/06 討論結果,關鍵議題：招募流程 -- 3.優化招募流程缺法透明機制,updateCard,2025-11-06T03:56:57.570Z
690c15f08fea498ef14f6086,11/06 討論結果,關鍵議題：招募流程 -- 3.優化招募流程缺法透明機制,updateCard,2025-11-06T03:55:36.756Z
69001f2219b38e3549dd1778,Mark,🚀 關鍵議題-新人留任,updateCard,2025-11-06T03:46:24.375Z
69002d276ebed10c5a071abe,Jake,🚀 關鍵議題-新人留任,updateCard,2025-11-06T03:46:17.687Z
69002c18445cf5b4f8e2e1a8,Minnie-1,🚀 關鍵議題-新人留任,updateCard,2025-11-06T03:46:13.069Z
690022e9564593c48ce23930,Kim_2,🚀 關鍵議題-新人留任,updateCard,2025-11-06T03:46:08.974Z
69001f2219b38e3549dd1778,Mark,🚀 關鍵議題-新人留任,updateCard,2025-11-06T03:45:36.274Z
69002c18445cf5b4f8e2e1a8,Minnie-1,🚀 關鍵議題-新人留任,updateCard,2025-11-06T03:45:34.088Z
690c15f08fea498ef14f6086,11/06 討論結果,關鍵議題：招募流程 -- 3.優化招募流程缺法透明機制,updateCard,2025-11-06T03:32:47.358Z
690c15f08fea498ef14f6086,11/06 討論結果,關鍵議題：招募流程 -- 3.優化招募流程缺法透明機制,updateCard,2025-11-06T03:28:51.286Z
690c15f08fea498ef14f6086,11/06 討論結果,關鍵議題：招募流程 -- 3.優化招募流程缺法透明機制,createCard,2025-11-06T03:28:48.318Z
690bee48718b7e480a1ad45c,11/04 討論照片,關鍵議題：招募流程 -- 3.優化招募流程缺法透明機制,updateCard,2025-11-06T03:28:02.376Z
69099b0d6c6a79702cdb143d,10/30 議題討論,關鍵議題：招募流程 -- 3.優化招募流程缺法透明機制,updateCard,2025-11-06T03:27:56.459Z
690bfc54e9520e67f77d6138,for主投履歷可以做什麼？,關鍵議題：招募流程 -- 2.主管缺乏時間審核履歷,updateCard,2025-11-06T03:27:42.927Z
690bfc4694feeed72da5be5e,放棄：自動化提醒（效益不高）,關鍵議題：招募流程 -- 2.主管缺乏時間審核履歷,updateCard,2025-11-06T03:27:33.227Z
690bf28e2df9d6b275f2beab,11/04 討論照片,關鍵議題：招募流程 -- 2.主管缺乏時間審核履歷,updateCard,2025-11-06T03:27:22.882Z
690bf1db652932c3f84eefae,10/30 議題討論,關鍵議題：招募流程 -- 2.主管缺乏時間審核履歷,updateCard,2025-11-06T03:27:18.598Z
690bf6104f60d893b29ab914,完整職缺資訊保存（後續討論）,關鍵議題：招募流程 -- 1.用人單位未能清晰定義人才條件,updateCard,2025-11-06T03:26:52.429Z
690bf247d2d5e3d6c29170b1,11/04 討論照片,關鍵議題：招募流程 -- 1.用人單位未能清晰定義人才條件,updateCard,2025-11-06T03:26:42.435Z
69099b0d6c6a79702cdb13d3,10/30 議題討論,關鍵議題：招募流程 -- 1.用人單位未能清晰定義人才條件,updateCard,2025-11-06T03:26:36.838Z
690bf319d9549ee9a2339329,履歷分析GPT for 陌生開發,關鍵議題：招募流程 -- 2.主管缺乏時間審核履歷,updateCard,2025-11-06T03:26:25.982Z
690bf548e015bcade08c1aed,召開職缺對焦會議,關鍵議題：招募流程 -- 1.用人單位未能清晰定義人才條件,updateCard,2025-11-06T03:26:13.785Z
690bf6104f60d893b29ab914,完整職缺資訊保存（後續討論）,關鍵議題：招募流程 -- 1.用人單位未能清晰定義人才條件,updateCard,2025-11-06T03:25:29.949Z
690bf02a86506145b2364318,錄取人選的聯繫進度,關鍵議題：招募流程 -- 3.優化招募流程缺法透明機制,updateCard,2025-11-06T03:02:28.623Z
690bf02a86506145b2364318,錄取人選的聯繫進度,關鍵議題：招募流程 -- 3.優化招募流程缺法透明機制,commentCard,2025-11-06T03:02:22.972Z
690bef9e7431eb139141a3e5,主管實際面試人數,關鍵議題：招募流程 -- 3.優化招募流程缺法透明機制,updateCard,2025-11-06T02:53:56.369Z
690bef9e7431eb139141a3e5,主管實際面試人數,關鍵議題：招募流程 -- 3.優化招募流程缺法透明機制,updateCard,2025-11-06T02:51:56.175Z
690bedbcf6e0ad9a1096063d,主管審核天數,關鍵議題：招募流程 -- 3.優化招募流程缺法透明機制,updateCard,2025-11-06T02:37:31.427Z
690bedbcf6e0ad9a1096063d,主管審核天數,關鍵議題：招募流程 -- 3.優化招募流程缺法透明機制,updateCard,2025-11-06T02:36:53.986Z
690bec3a7d45873c9b340086,職缺主動投遞數,關鍵議題：招募流程 -- 3.優化招募流程缺法透明機制,commentCard,2025-11-06T02:27:52.620Z
690bec3a7d45873c9b340086,職缺主動投遞數,關鍵議題：招募流程 -- 3.優化招募流程缺法透明機制,updateCard,2025-11-06T02:27:09.748Z
690bec3a7d45873c9b340086,職缺主動投遞數,關鍵議題：招募流程 -- 3.優化招募流程缺法透明機制,updateCard,2025-11-06T01:43:11.258Z
690bef9e7431eb139141a3e5,主管實際面試人數,關鍵議題：招募流程 -- 3.優化招募流程缺法透明機制,updateCard,2025-11-06T01:41:48.680Z
690bf38fd363a4e542507ebc,設計人力分析GPT,關鍵議題：招募流程 -- 1.用人單位未能清晰定義人才條件,updateCard,2025-11-06T01:41:29.148Z
690bfc54e9520e67f77d6138,for主投履歷可以做什麼？,關鍵議題：招募流程 -- 2.主管缺乏時間審核履歷,createCard,2025-11-06T01:39:32.707Z
690bfc4694feeed72da5be5e,放棄：自動化提醒（效益不高）,關鍵議題：招募流程 -- 2.主管缺乏時間審核履歷,createCard,2025-11-06T01:39:18.652Z
690bf548e015bcade08c1aed,召開職缺對焦會議,關鍵議題：招募流程 -- 1.用人單位未能清晰定義人才條件,updateCard,2025-11-06T01:39:00.322Z
690bf548e015bcade08c1aed,召開職缺對焦會議,關鍵議題：招募流程 -- 1.用人單位未能清晰定義人才條件,updateCard,2025-11-06T01:38:13.444Z
690bf548e015bcade08c1aed,召開職缺對焦會議,關鍵議題：招募流程 -- 1.用人單位未能清晰定義人才條件,updateCard,2025-11-06T01:38:04.853Z
690bf319d9549ee9a2339329,履歷分析GPT for 陌生開發,關鍵議題：招募流程 -- 2.主管缺乏時間審核履歷,commentCard,2025-11-06T01:15:49.624Z
690bf38fd363a4e542507ebc,設計人力分析GPT,關鍵議題：招募流程 -- 1.用人單位未能清晰定義人才條件,commentCard,2025-11-06T01:15:12.750Z
690bf548e015bcade08c1aed,召開職缺對焦會議,關鍵議題：招募流程 -- 1.用人單位未能清晰定義人才條件,updateCard,2025-11-06T01:14:23.797Z
690bf548e015bcade08c1aed,日開職缺對焦會議,關鍵議題：招募流程 -- 1.用人單位未能清晰定義人才條件,updateCard,2025-11-06T01:13:52.757Z
690bf6104f60d893b29ab914,完整職缺資訊保存,關鍵議題：招募流程 -- 1.用人單位未能清晰定義人才條件,updateCard,2025-11-06T01:13:21.058Z
690bf6104f60d893b29ab914,完整職缺資訊保存,關鍵議題：招募流程 -- 1.用人單位未能清晰定義人才條件,createCard,2025-11-06T01:12:48.059Z
690bf548e015bcade08c1aed,職缺對焦會議,,addMemberToCard,2025-11-06T01:12:16.695Z
690bf548e015bcade08c1aed,職缺對焦會議,,addMemberToCard,2025-11-06T01:12:15.878Z
690bf548e015bcade08c1aed,職缺對焦會議,關鍵議題：招募流程 -- 1.用人單位未能清晰定義人才條件,updateCard,2025-11-06T01:12:09.432Z
690bf548e015bcade08c1aed,職缺對焦會議,關鍵議題：招募流程 -- 1.用人單位未能清晰定義人才條件,commentCard,2025-11-06T01:12:08.370Z
690bf548e015bcade08c1aed,職缺對焦會議,關鍵議題：招募流程 -- 1.用人單位未能清晰定義人才條件,updateCard,2025-11-06T01:11:30.159Z
690bf548e015bcade08c1aed,職缺對焦會議,關鍵議題：招募流程 -- 1.用人單位未能清晰定義人才條件,createCard,2025-11-06T01:09:28.105Z
690bf38fd363a4e542507ebc,設計人力分析GPT,關鍵議題：招募流程 -- 1.用人單位未能清晰定義人才條件,updateCard,2025-11-06T01:08:45.743Z
690bf38fd363a4e542507ebc,設計人力分析GPT,關鍵議題：招募流程 -- 1.用人單位未能清晰定義人才條件,updateCard,2025-11-06T01:07:55.122Z
690bf38fd363a4e542507ebc,設計人力分析GPT,關鍵議題：招募流程 -- 1.用人單位未能清晰定義人才條件,updateCard,2025-11-06T01:05:06.303Z
690bf38fd363a4e542507ebc,設計人力分析GPT for 人力申請單設定當下,,addMemberToCard,2025-11-06T01:04:20.696Z
690bf38fd363a4e542507ebc,設計人力分析GPT for 人力申請單設定當下,,addMemberToCard,2025-11-06T01:04:19.571Z
690bf38fd363a4e542507ebc,設計人力分析GPT for 人力申請單設定當下,關鍵議題：招募流程 -- 1.用人單位未能清晰定義人才條件,createCard,2025-11-06T01:02:07.143Z
690bf36642976018da6a4457,幫主管壓審閱Deadline,關鍵議題：招募流程 -- 2.主管缺乏時間審核履歷,createCard,2025-11-06T01:01:26.776Z
690bf3488163d7d0c3c4e3f6,陌開履歷一信三封為原則,關鍵議題：招募流程 -- 2.主管缺乏時間審核履歷,updateCard,2025-11-06T01:01:07.109Z
